,Unnamed: 0.1,artist,track,position,date,lyrics
2793,35057,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",Wishing,24,2016-09-24,
2794,35058,Travis Scott Featuring Kendrick Lamar,Goosebumps,25,2016-09-24,
2795,35075,Aminé,Caroline,17,2016-10-01,"

[Intro]
Listen man
What's up?
I heard you done got you a dime piece, man
Hell naw, man
One of them Beyoncé, Meagan Good types, man
Nah, nah, nah
Is that true, man?
I just wanna know
Probably not
I mean, shit to be honest with you, man, she's a...

[Verse]
Bad thang, fine as hell, thick as fuck
Oh my god, that's my baby
Caroline, you divine
Mighty fine
Shawty really blow the pipe (that's true)
Like a pro
Aha, fuck you thought?
Holy shit, I'm really lit
It's looking like it's 'bout time to fuck it up
Caroline, listen up, don't wanna hear
About ya horoscope or what the future holds
Shut up and shut up and
Let's get gory, like a Tarantino movie
Don't wanna talk it out, can we fuck it out?
Cause we gon' be up all night, fuck a decaf
You say I'm a tall thug, guess I'm a G-raffe
If ya want safe-sex, baby use the knee pads
Freaky with the sticky icky
Baby give me kitty kitty
Killa, westside nigga
Boy you like 98 degrees
And I'm 300, nigga keep ya feet runnin'
I chief keef keef when I eat these beats
Better boy get scurred
Don't run up in my lane, I don't want you in my lane
You a lame, get swerved

[Hook]
Cause great scenes might be great
But I love your bloopers
And perfect's for the urgent
Baby I want forever
Caroline, don't you see that
I want you to be my

[Verse]
Bad thang, fine as hell, thick as fuck
Oh my god, that's my baby
Caroline, you divine
Mighty fine
Shawty really blow the pipe (that's true)
Like a pro
Aha... what?
Holy shit, I'm really lit
It's looking like it's 'bout time to fuck it up
Caroline, listen up, don't wanna hear
About ya horoscope or what the future holds
Shut up and shut up and
Let's get gory, like a Tarantino movie
Don't wanna talk it out, can we fuck it out?
Cause we gon' be up all night, fuck a decaf
You say I'm a tall thug, guess I'm a G-raffe
If ya want safe-sex, baby use the knee pads
Freaky with the sticky icky
Baby give me kitty kitty
Killa, westside nigga
Boy you like 98 degrees
And I'm 300, nigga keep ya feet runnin'
I chief keef keef when I eat these beats
Bet a boy get scurred
Don't run up in my lane, I don't want you in my lane
You a lame, get swerved

[Hook]
Cause great scenes might be great
But I love your bloopers
And perfect's for the urgent
Baby I want forever
Caroline, don't you see that
I want you to be my

[Outro]
Bad thang, bad, bad, bad, bad thang, thang, thang, thang, thang
Bad thang, thang, bad, bad, bad, b-b-bad, thang, thang
Bad thang, thang, thang, bad, b-bad, bad thang, thang, thang
Bad thang, thang, bad, bad, bad, b-b-bad

"
2796,35076,Post Malone Featuring Justin Bieber,Deja Vu,18,2016-10-01,
2797,35095,Zayion McCall Featuring Zay Hilfigerrr,Juju On Dat Beat (TZ Anthem),12,2016-10-08,
2798,35101,Rae Sremmurd Featuring Gucci Mane,Black Beatles,18,2016-10-08,
2799,35104,21 Savage & Metro Boomin Featuring Future,X,21,2016-10-08,
2800,35107,YFN Lucci Featuring Migos & Trouble,Key To The Streets,24,2016-10-08,
2801,35157,Zay Hilfigerrr & Zayion McCall,Juju On That Beat (TZ Anthem),24,2016-10-22,
2802,35204,The Game Featuring Jeremih,All Eyez,21,2016-11-05,
2803,35205,Machine Gun Kelly x Camila Cabello,Bad Things,22,2016-11-05,
2804,35213,Drake,Fake Love,5,2016-11-12,"

[Hook]
I've been down so long, it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face, straight up to my face
I've been down so long, it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face, straight up to my face

[Verse 1]
Somethin' ain't right when we talkin'
Somethin' ain't right when we talkin'
Look like you hidin' your problems
Really you never was solid
No, you can't ""son"" me
You won't never get to run me
Just when shit look out of reach
I reach back like one, three
Like one, three, yeah

[Pre-Hook]
That's when they smile in my face
Whole time they wanna take my place
Whole time they wanna take my place
Whole time they wanna take my place
Yeah, I know they wanna take my place
I can tell that love is fake
I don't trust a word you say
How you wanna clique up after your mistakes?
Look you in the face, and it's just not the same

[Hook]
I've been down so long, it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face, straight up to my face
I've been down so long, it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face, straight up to my face

[Verse 2]
Yeah, straight up to my face, tryna play it safe
Vibe switch like night and day
I can see it, like, right away
I came up, you changed up
I caught that whole play
Since, things never been the same

[Pre-Hook]
That's when they smile in my face
Whole time they wanna take my place
Whole time they wanna take my place
Whole time they wanna take my place
Yeah, I know they wanna take my place
I can tell that love is fake (I can tell that love is fake)
I don't trust a word you say (I don't trust a word)
How you wanna clique up after your mistakes?
(That's just what I heard)
Look you in the face, and it's just not the same

[Hook]
I've been down so long, it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face, straight up to my face
I've been down so long, it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face, straight up to my face

[Outro]
Skrrt

"
2805,35218,Drake Featuring 21 Savage,Sneakin',10,2016-11-12,
2806,35232,21 Savage & Metro Boomin,No Heart,24,2016-11-12,"

[Hook]
Young Savage, why you trappin' so hard?
Why these niggas cappin' so hard?
Why you got a 12 car garage?
Why you pullin' all these rappers' cards?
'Cause these niggas pussy and I'm hard
I turn that fuckin' soft into some hard
I grew up in the streets without no heart
I'm prayin' to my Glock and my carbon

[Verse 1]
I sit back and read like Cat in the Hat
21 Savage, the cat with the MAC
21 Savage not Boyz N The Hood
But I pull up on you, shoot your ass in the back
Stuart Little, heard these niggas some rats
Pockets full of cheese, bitch I got racks
I'm a real street nigga, bitch
I am not one of these niggas bangin' on wax
Pussy niggas love sneak dissin'
'Til I pull up on 'em, slap 'em out with the fire
Wet your mama's house, wet your grandma's house
Keep shootin' until somebody die
So many shots the neighbor looked at the calendar
Thought it was Fourth of July
You was with your friends playin' Nintendo
I was playin' 'round with that fire
Seventh grade I got caught with a pistol, sent me to Panthersville
Eighth grade started playin' football
Then I was like fuck the field
Ninth grade I was knocking niggas out
Nigga like Holyfield
Fast forward nigga, 2016
And I'm screaming fuck a deal
Bad bitch with me, she so thick
I don't even need a pill
I listen to your raps, thought you was hard
You ain't even street for real
Niggas love sneak dissin' on Twitter
They don't want beef for real
And all these niggas play like they tough
'Til a nigga get killed
'Til a nigga get spilled, 'til your blood get spilled
I'ma at your favorite rapper, shoot him like I'm John Dill'
""I been with you since day one
Savage I ain't even hatin'""
So what's up with all that Instagram shit?
""Savage I was just playin'""
Y'all pussy niggas fakin'
Bitch I hang around them Haitians
Pull up on you, tie your kids up
Pistol whip you while your bitch naked
""Come on man, Savage you know I always play your mixtape""
Yeah, nigga fuck all that, ask your bitch how my dick tastes

[Hook]
Young Savage, why you trappin' so hard?
Why these niggas cappin' so hard?
Why you got a 12 car garage?
Why you pullin' all these rappers' cards?
'Cause these niggas pussy and I'm hard
I turn that fuckin' soft into some hard
I grew up in the streets without no heart
I'm prayin' to my Glock and my carbon

[Verse 2]
So much dope that it broke the scale
They say crack kills, nigga my crack sells
My brother in the kitchen and he wrappin' a bale
Louis V my bag and Louis V on my belt
Chain swangin', diamonds blangin', hold up
Pistol swangin', gang bangin', hold up
Niggas actin' like groupies, they don't know us
Little do they know their bitches fuckin' on the tour bus

[Hook]
Young Savage, why you trappin' so hard?
Why these niggas cappin' so hard?
Why you got a 12 car garage?
Why you pullin' all these rappers' cards?
'Cause these niggas pussy and I'm hard
I turn that fuckin' soft into some hard
I grew up in the streets without no heart
I grew up in the streets without no heart

[Outro]
So much dope that it broke the scale
They say crack kills, nigga my crack sells
My brother in the kitchen and he wrappin' a bale
Louis V my bag and Louis V on my belt

"
2807,35247,Meek Mill Featuring Tory Lanez,Litty,14,2016-11-19,
2808,35254,Meek Mill Featuring Lil Uzi Vert & Nicki Minaj,Froze,21,2016-11-19,
2809,35255,Meek Mill Featuring Young Thug & 21 Savage,Offended,22,2016-11-19,
2810,35257,Drake,"Two Birds, One Stone",24,2016-11-19,"

[Intro]
Yeah, more, yeah

[Verse]
More time with family and friends, more life
More time to get it right
It's only me, but I'm seeing four shadows in the light
My demons visit me every night
To the most high, I'm forever indebted
I know I gotta pay somethin', I know that day's comin'
I put it all in the music
Because if I don't say it here, then I won't say nothin'
Could feel my hand getting tired from holding the grudges
Two birds, one stone, my aim is amazin'
I need to start losing my shit on you niggas that's hatin'
Too reserved, like I called ahead for me and my lady
Free C5, how the fuck we got the boss waiting?
Ever since the blue basement, I found God and I lost patience
Between rocks and hard places of all places
Spotted everywhere, like Dalmatian
Cops snoop around now, 'cause all of my dogs famous
Please welcome the October fall baby
Vaughan Road Academy, star player—my mind's not all there
Used to carry a lot of dead weight like a pallbearer
People too scared to tell the truth, so it's all dares
Count it, it's all there, and we all square
Quick money, I'm in and out
My dad used to use a soap bar 'til it's thinnin' out
But, shit, look at Dennis now
All Stacy Adams and linnen'd out
More blessings for Sandy and him, more life
My parents never got it right
But God bless 'em both, I think we all alike
We all wide awake late at night, thinking on what to change
If we do get to do it twice in another life
Scared to go to sleep now
'Cause being awake is what all my dreams were like
Back when the bar that I had set for myself was out of sight
Tell me how I went and did chin-ups
On this shit when I can't see it
Pin-ups of Meagan Good and Pam Grier
Soul sisters inspired my old scriptures
Now that feeling's gone like them old pictures
Mixin' liquor got us both twisted, words get so vicious
You just stare at me while you roll Swishers
Girl, I love you, but I don't miss ya
And no matter what year it is, I'm a 06er
Go figure, cold nigga, stay in school, man
Fuck the rap game, it's all lies and it's all filthy
Two percent of us rich and the rest of these niggas all milk it
Got two of my niggas off with a ""not guilty""
Gave back to the city and never said it if I didn't live it
But still they try and tell you I'm not the realest
Like I'm some privileged kid
That never sat through a prison visit
Or like it was just handed to me tied with a ribbon
I never worked to get it
But really it's you with all the drug dealer stories
That's gotta stop, though
You made a couple chops and now you think you Chapo
If you ask me though, you ain't lining the trunk with kilos
You bagging weed watching Pacino with all your niggas
Like, ""This what we need to be on,"" but you never went live
You middle-man in this shit, boy, you was never them guys
I can tell, 'cause I look most of you dead in your eyes
And you'll be tryna sell that story for the rest of your lives
Can't show us where the cash is
Me, I don't judge, I'm just going off what the math is
Numbers inflated
They all look at me, like, ""What have you done for me lately?""
""I like your older shit but wasn't in love with the latest.""
Aw, baby, stop debatin', I'm just a creative
My numbers out of this world
No wonder they got me feeling so alienated
You were the man on the moon
Now you just go through your phases
Life of the angry and famous
Rap like I know I'm the greatest
Then give you tropical flavours
Still never been on hiatus
You stay xann'd and perk'd up
So when reality set in, you don't gotta face it
I'm down 200 in Vegas but winning life on a daily basis
It seems like nobody wants to stay in my good graces
I'm like a real estate agent, putting you all in your places
Look what happens soon as you talk to me crazy
Is you crazy?

"
2811,35258,Meek Mill,On The Regular,25,2016-11-19,"

[Hook]
Sell a lot of dope
Dodge a lot of cases
Stickin' to the basics
Rock a lot of chains
Do a lot of things
Bottles by the cases
Stickin' to the basics
Do it on the regular
Fuckin' on the regular
Drippin' on the regular
Trippin' on the regular
Count it on the regular
Sippin' on the regular
Never smokin' regular
Nigga, we ain't regular

[Verse 1]
I'm out LA for a week, I'm out here playin' for keeps, yeah yeah
I never play in them Jeeps, double R back of the seat, yeah yeah
I'm out here lookin' like Meech
Flooded the Patek Philippe, yeah yeah
Boogers all up in the piece
We got the key to the streets, oh Lord
Remember they said I was done done
Fuck that they ain't know I'm the one one
We get your chain and it's one one
I tell my nigga I want one
I tell my nigga to get it back
He in the field 'bout to punt somethin'
I hit your main and your side piece
That's on the low but I'm on one
Wait, wait, wait
Switch sides, niggas switch side
We ain't never got to dick ride
More tickets than a fish fry
And the chopper had the big guy
Little nigga I'm the boss now
Came back on them game 7
Trap niggas got the ball now

[Hook]
Sell a lot of dope
Dodge a lot of cases
Stickin' to the basics
Rock a lot of chains
Do a lot of things
Bottles by the cases
Stickin' to the basics
Do it on the regular
Fuckin' on the regular
Drippin' on the regular
Trippin' on the regular
Count it on the regular
Sippin' on the regular
Never smokin' regular
Nigga, we ain't regular

[Verse 2]
Woah, woah, woah
Regular, regular, regular
I do not see no competitors
Hatin' cause we got ahead of them
I'm getting money, etcetera
Bad bitches all on my schedule
Felony, felony, felony
I catch a case and it's federal
Bikes out, summer time, aye
Mikes on number nine, yeah
Bad bitch, hella fine, woah
She don't fuck, never mind, no
I'ma get at her another time
I'ma go scoop me a yellow dime
She go both ways like the yellow line
I'm fuckin' her friends, she fuckin' mine, oh shit
Still trippin', ain't no love for the other side
Rap beef turn to homicides
When we land on them and them hollows fly
Had a bag but you broke, nigga
You ain't fuckin' with me, bottom line
Out of sight, nigga, out of mind
And my Patek runnin' out of time

[Hook]
Sell a lot of dope
Dodge a lot of cases
Stickin' to the basics
Rock a lot of chains
Do a lot of things
Bottles by the cases
Stickin' to the basics
Do it on the regular
Fuckin' on the regular
Drippin' on the regular
Trippin' on the regular
Count it on the regular
Sippin' on the regular
Never smokin' regular
Nigga, we ain't regular

"
2812,35262,Future Featuring Drake,Used To This,4,2016-11-26,
2813,35277,Big Sean,Bounce Back,19,2016-11-26,"

[Intro: Future]
If Young Metro don't trust you, I'm gon shoot you

[Hook: Big Sean]
Last night took a L, but tonight I bounce back
Wake up every morning, by the night, I count stacks
Knew that ass was real when I hit, it bounce back
(You ain’t getting checks)
Last night took a L, but tonight I bounce back
Boy, I been broke as hell, cashed a check and bounced back
D town LAX, every week I bounce back
If you a real one, then you know how to bounce back

[Verse 1: Big Sean]
Don’t owe nobody, owe nobody
Always on the fuckin' job, I got no hobbies
Got the city fuckin' with me 'cause I'm homegrown
Vibin' out more than my phone though
Leave me ‘lone, me on my own though
Look, I cut that bitch off like a edit
My daddy a G, it's genetics (Straight up)
I heard ya new shit, it's pathetic
Ya contract should be shredded
Took my dogs on a private jet from the public housing
I kept it G, yeah, one thousand
Clique star-studded like the Paramount mountain
Everything I do is righteous
Betting on me is the right risk
Even in a fucking crisis
I’m never on some switching sides shit
I switch gears to the night shift
Blacking out 'cause I’m enlightened
God talk to me in silence
But I hear him every time, mane
(Thank you God, God bless you, thank you so much)

[Hook: Big Sean]
Last night took a L, but tonight I bounce back
Wake up every morning, by the night, I count stacks
Knew that ass was real when I hit, it bounce back
(You ain’t getting checks)
Last night took a L, but tonight I bounce back
Boy, I been broke as hell, cashed a check and bounced back
D town LAX, every week I bounce back
If you a real one, then you know how to bounce back

[Verse 2: Big Sean]
Look, I woke up in beast mode
With my girl, that's beauty and the beast though
Been top 5, these niggas sleep though
Only thing that sold out is the seats though
(Never sold my soul, never will never have)
Nigga how dare you stand before me and not respect my authority
If you fuck with my glory, I'ma drop the L and get gory
I done did everything except worry
Hella drama, my life story
Faith of a mustard seed, I kept growing
I knew that this life was meant for me
Niggas change up more than wishin' wells
Karma come around I'll wish 'em well
Livin' like I’m on a limitless pill
I kill the scene like I’m Denzel
Crazy like my jacket strapped up
Nigga, I don’t act but I'll act up
Brown paper bag like the lunch packed up
Back, back, back, back up
Nigga, I'ma need like 10 feet
Or get stomped out with ten feet
I'ma always lose my temper
You cannot “count to ten” me
If I lose 1, I bounce back like 2, 3 did with 4, 5
Seen court rooms and court sides, ain’t too many seen both sides
Nigga, fuck what you know
Nigga, I’m takin' back control
The underdog just turned into the wolf and the hunger steady grows
Yeah, I call shots while you call off
Never takin' summer or fall off
When you stay that committed to it, you just fall down and never fall off, so

[Hook: Big Sean]
Last night took a L, but tonight I bounce back
Wake up every morning, by the night, I count stacks
Knew that ass was real when I hit, it bounce back
(You ain’t getting checks)
Last night took a L, but tonight I bounce back
Boy, I been broke as hell, cashed a check and bounced back
D town LAX, every week I bounce back
If you a real one, then you know how to bounce back

[Outro: Kanye West & Big Sean]
Bounce back, bounce, bounce
Bounce back, bounce, bounce
Bounce, bounce, bitch, bounce (Yeah)
Is you a real one?
Is you a real one?
Real one
Real one
Is you a real one?
Real one
Real one
Don

"
2814,35305,Migos Featuring Lil Uzi Vert,Bad And Boujee,22,2016-12-03,
2815,35306,A Tribe Called Quest,We The People....,23,2016-12-03,"

[Verse 1: Q-Tip]
We don't believe you 'cause we the people
Are still here in the rear, ayo, we don't need you
You in the killing-off-good-young-nigga mood
When we get hungry we eat the same fucking food
The ramen noodle
Your simple voodoo is so maniacal, we're liable to pull a juju
The irony is that this bad bitch in my lap
She don't love me, she make money, she don't study that
She gon' give it to me, ain't gon' tell me run it back
She gon' take the brain to wetter plains, she spit on that
The doors have signs with, don't try to rhyme with
VH1 has a show that you can waste your time with
Guilty pleasures take the edge off reality
And for a salary I'd probably do that shit sporadically
The OG Gucci boots are smitten with iguanas
The IRS piranha see a nigga gettin' commas
Niggas in the hood living in a fishbowl
Gentrify here, now it's not a shit hole
Trendsetter, I know, my shit's cold
Ain't settling because I ain't so bold but ay

[Hook: Q-Tip]
All you Black folks, you must go
All you Mexicans, you must go
And all you poor folks, you must go
Muslims and gays, boy, we hate your ways
So all you bad folks, you must go

[Bridge: Phife Dawg & Q-Tip]
The fog and the smog of news media that logs
False narratives of Gods that came up against the odds
We're not just nigga rappers with the bars
It's kismet that we're cosmic with the stars

[Verse 2: Phife Dawg]
You bastards overlooking street art
Better yet, street smarts but you keep us off the charts
So motherfuck your numbers and your statisticians
Fuck y'all know about true competition?
That's like a AL pitcher on deck talking about he hittin'
The only one who's hitting are the ones that's currently spittin'
We got your missy smitten rubbing on her little kitten
Dreaming of a world that's equal for women with no division
Boy, I tell you that's vision
Like Tony Romo when he hitting Witten
The Tribe be the best in they division
Shaheed Muhammad cut it with precision
Who can come back years later, still hit the shot?
Still them tryna move we off the fucking block
Babylon, bloodclaat
Two pon yuh headtop

[Hook: Q-Tip]
All you Black folks, you must go
All you Mexicans, you must go
And all you poor folks, you must go
Muslims and gays, boy, we hate your ways
So all you bad folks, you must go

"
2816,35308,Russ,What They Want,25,2016-12-03,"

[Produced by Russ]

[Intro]
They let us in the rap game
I swear they let me in the motherfucking rap game

[Verse 1]
Got a chick, I call her Lola
She feel like the ocean
Like to drink and smoke some doja
And I feel like smokin'
Plus she good at charmin' cobras
I feel like I'm chosen
But she ain't the only one, no
Got a chick, I call her Katia
She be actin' bougie
Then she came through and topped me off
Now she just a groupie
Got the aura of the Mafia
Her friends wish they knew me
But they ain't the only ones, no no

[Hook]
What they want, what they want, what they want
Dollar signs, yeah, I know it's what they want
What they want, what they want, what they want
Y'all ain't foolin' me at all

[Verse 2]
I been at this shit for 9 years, now they startin' to call
I'm a DIY pioneer, they tryna get involved
Yippee kiyay, aw yeah, 'bout to set it off
I'm probably the only one, yeah
Come correct when you approach me, I can size you up
Takin' all the shots like Kobe, almost 81
Guess I gotta play the goalie and go and save me some
I'm probably the only one, ye-ah

[Hook]
What they want, what they want, what they want
Dollar signs, yeah, I know it's what they want
What they want, what they want, what they want
Y'all ain't foolin' me at all

[Verse 3]
Who wants my money, I'll tell you who I don't fuck with
Who's pullin' strings, I'm just pointing out all the puppets
What I'm demanding is fucking up all the budgets
I'm smart as fuck, they be talkin' like I'm the dumbest
But I know what they want from me
Dollars, lotta stock in me
It ain't nothin' personal, it's business and I'm a commodity
But honestly, Pop Pop would be turnin' in his grave
The day I let someone else become the boss of me
When there's a boss in me, I'll be damned

[Hook]
What they want, what they want, what they want
Dollar signs, yeah, I know it's what they want
What they want, what they want, what they want
Y'all ain't foolin' me at all

"
2817,35333,A Boogie Wit da Hoodie,My Sh*t,25,2016-12-10,
2818,35357,Pitbull Featuring Flo Rida & LunchMoney Lewis,Greenlight,24,2016-12-17,
2819,35378,Nicki Minaj X Mike WiLL Made-It,Black Barbies,20,2016-12-24,
2820,35379,gnash Featuring Johnny Yukon,Home,21,2016-12-24,
2821,35382,J. Cole,False Prophets,24,2016-12-24,"

[Hook]
Somebody shoulda told me it would be like this
Be like this, be like this
Somebody shoulda told me it would be like this

[Verse 1]
Yeah, life is a balance
You lose your grip, you can slip into an abyss
No doubt, you see these niggas trippin'
Ego in charge of every move, he's a star
And we can't look away due to the days that he caught our hearts
He's fallin' apart, but we deny it
Justifying that half ass shit he dropped, we always buy it
When he tell us he a genius but it's clearer lately
It's been hard for him to look into the mirror lately
There was a time when this nigga was my hero, maybe
That's the reason why his fall from grace is hard to take
'Cause I believed him when he said his shit was purer and he
The type of nigga swear he real but all around him's fake
The women, the dickriders, you know, the yes men
Nobody with the balls to say somethin' to contest him
So he grows out of control
Into the person that he truly was all along, it's startin' to show
Damn, wonder what happened
Maybe it's my fault for idolizin' niggas
Based off the words they be rappin'
But come to find out, these niggas don't even write they shit
Hear some new style bubblin' up, then they bite this shit
Damn, that's what I get for lyin' to myself
Well, fuck it, what's more important is he's cryin' out for help
While the world's eggin' him on, I'm beggin' him to stop it
Playin' his old shit, knowin' he won't top it
False prophets

[Hook]
Somebody shoulda told me it would be like this
Be like this, be like this
Somebody shoulda told me it would be like this
False prophets (La-la-la-la-la-la, la-la-la…)
Somebody shoulda told me it would be like this
Be like this, be like this
Somebody shoulda told me it would be like this
Yeah, false prophets

[Verse 2]
I got a homie, he a rapper and he wanna win bad
He want the fame, the acclaim, the respect that's been had
By all the legends, so every time I see him, he stressin'
Talkin' 'bout, niggas don't fuck with him, this shit is depressin'
And I know he so bitter he can't see his own blessings
Goddamn, nigga, you too blind to see you got fans, nigga
And a platform to make a classic rap song
To change a nigga's life, but you too anxious livin' life
Always worried 'bout the critics who ain't ever fuckin' did it
I write what's in my heart, don't give a fuck who fuckin' with it
But in a sense I can relate, the need to be great
Turns into an obsession and keeps a nigga up late
Writin' words, hopin' people observe the dedication
That stirs in you constantly, but intentions get blurred
Do I do it for the love of the music or is there more to me?
Do I want these niggas to worship me?
False prophets

[Hook]
Somebody shoulda told me it would be like this
Be like this, be like this
Somebody shoulda told me it would be like this, be like this
False prophets (La-la-la-la-la-la, la-la-la…)
Somebody shoulda told me it would be like this
Be like this, be like this
Somebody shoulda told me it would be like this
Yeah, false prophets

[Verse 3]
These rappers insecure
They talk about being a man so much
I finally understand that they ain't even sure
'Bout who they are and why they do this
Guess I'm included in that category as a nigga who done had the glory
My highest moments come from tellin' all the saddest stories
I've seen in my life, I be fiendin' to write
Songs that raise the hair on my arms
My lowest moments came from tryin' too hard
To impress some niggas that couldn't care if I'm on
Therefore from here on out, my hair grow out
I care nothin' 'bout opinions
I wanna give hope like the fountains you throw pennies in
Hit the store, take your diss, make your wish
This is dedicated to the ones that listen to me on some faithful shit
I'm on some thankful shit
But the real God is in you, not the music you coppin'
I hear my old shit and know I can top it
False prophets

[Hook]
Somebody shoulda told me it would be like this
Be like this, be like this
Somebody shoulda told me it would be like this, be like this
False prophets (La-la-la-la-la-la, la-la-la…)
Somebody shoulda told me it would be like this
Be like this, be like this
Somebody shoulda told me it would be like this
Yeah, false prophets

"
2822,35387,J. Cole,Immortal,4,2016-12-31,"

[Intro]
Awwwww...haha

[Verse 1]
Now I was barely seventeen with a pocket full of hope
Screamin' ""dollar and a dream"" with my closet lookin' broke
And my nigga's lookin' clean, gettin' caught up with that dope
Have you ever served a fiend with a pocket full of soap?
Nigga I can tell you things that you probably shouldn't know
Have you ever heard the screams when the body hit the floor?
Flashbacks to the pain, wakin' up, cold sweats
Six o'clock in the mornin', gotta hit the BowFlex
Get my weight up on the block, keep watch for the cops
God they love to serve a nigga three hots and a cot
Nowadays crime pays like a part time job
And the drought got me prayin' for a Carl Thom vibe
Summer Rain come again
Numb the pain 'cause it's hard for a felon
In my mind I been cryin', know it's wrong but I'm sellin'
Eyes wellin' up with tears
Thinkin' 'bout my niggas dead in the dirt
Immortalized on this shirt

[Hook]
Real niggas don't die
Forward with the plot
One-Seven-Forty-Five
Form at the plot
Real niggas don't die
Form on the block
Real niggas don't lie
Form in the plot
My niggas don't die
Form on the block
Real niggas don't die
Form on the block
Real niggas don't die
Real niggas don't die

[Verse 2]
Have you ever seen a fiend cook crack on the spoon?
Have you ever seen a nigga that was black on the moon?
Have you ever seen your brother go to prison as you cry?
Have you ever seen a motherfuckin' ribbon in the sky?
Nope, all I see is that C.R.E.A.M nigga, that green
I'm a black king, black jeans on my black queen
And her ass fat, too fat for a flat screen
I'm the type of nigga make the whole fuckin' trap lean
Kingpin nigga, put wings on a crack fiend
If they want a nigga, they gon' have to send a SWAT team
And I'm goin' out like Scarface in his last scene
A legend, what that mean—?

[Hook]
Real niggas don't die
Forward with the plot
One-Seven-Forty-Five
Form at the plot
Real niggas don't die
Form on the block
Hood niggas don't lie
Form in the plot
My niggas don't die
Form on the block
Real niggas don't die
Form on the block
Real niggas don't die
Real niggas don't die

[Outro]
To die a young legend or live a long life unfulfilled
'Cause you wanna change the world
But while alive you never will
'Cause they only feel you after you gone, or I've been told
And now I'm caught between bein' heard and gettin' old
Damn, death creepin' in my thoughts lately
My one wish in this bitch, ""Make it quick if the Lord take me""
I know nobody meant to live forever anyway
And so I hustle like my niggas in Virgini-A
They tellin' niggas, ""sell dope, rap or go to NBA,"" (in that order)
It's that sort of thinkin' that been keepin' niggas chained
At the bottom and hanged
The strangest fruit that you ever seen
Ripe with pain, listen...

"
2823,35389,J. Cole,Neighbors,6,2016-12-31,"

[Intro]
I guess the neighbors think I'm sellin' dope, sellin' dope
Okay, the neighbors think I'm sellin' dope,  sellin' dope
Sellin' dope, sellin' dope, sellin' dope

[Verse 1]
Yeah, I don't want no picture with the president
I just wanna talk to the man
Speak for the boys in the bando
And my nigga never walkin' again
Apologize if I'm harpin' again
I know these things happen often
But I'm back on the scene
I was lost in a dream as I write this
The team down in Austin
I been buildin' me a house
Back home in the South, ma
Won't believe what it's costin'
And it's fit for a king, right?
Or a nigga that could sing
And explain all the pain that it cost him
My sixteen should've came with a coffin
Fuck the fame and the fortune
Well, maybe not the fortune
But one thing is for sure though
The fame is exhaustin'
That's why I moved away, I needed privacy
Surrounded by the trees and Ivy League
Students that's recruited highly
Thinkin' ""You do you and I do me""
Crib has got a big 'ol back 'ol yard
My niggas stand outside and pass cigars
Filled with marijuana, laughin' hard
Thankful that they friend's a platinum star
In the driveway there's no rapper cars
Just some shit to get from back and forth
Just some shit to get from back and forth
Welcome to the Sheltuh, this is pure
We'll help you if you've felt too insecure
To be the star you always knew you were
Wait, I think police is at the door

[Hook]
Okay, the neighbors think I'm sellin' dope
Hm, I guess the neighbors think I'm sellin' dope sellin' dope
The neighbors think I'm—neighbors think I'm—
(Don't follow me, don't follow me...)
I think the neighbors think I'm sellin' dope
(Don't follow me, don't follow me...)
I guess the neighbors think I'm sellin' dope, sellin' dope
Sellin' dope, sellin' dope, sellin' dope
Well motherfucker, I am

[Verse 2]
Some things you can't escape:
Death, taxes, and a ra-
-cist society that make
Every nigga feel like a candidate
For a Trayvon kinda fate
Even when your crib sit on a lake
Even when your plaques hang on a wall
Even when the president jam your tape
Took a little break just to annotate
How I feel, damn, it's late
I can't sleep cause I'm paranoid
Black in a white man territory
Cops bust in with the army guns
No evidence of the harm we done
Just a couple neighbors that assume we slang
Only time they see us we be on the news, in chains, damn

[Bridge]
Don't follow me
Don't follow me
Don't follow me
Don't follow me

[Hook]
Okay, the neighbors think I'm sellin' dope
Hm, I guess the neighbors think I'm sellin' dope, sellin' dope
The neighbors think I'm...neighbors think I'm—
(Don't follow me, don't follow me...)
I think the neighbors think I'm sellin' dope
(Don't follow me, don't follow me...)
I guess the neighbors think I'm sellin' dope, sellin' dope
Sellin' dope, sellin' dope, sellin' dope
Well motherfucker, I am

[Outro]
I am, I am, I am, I am
Well, motherfucker, I am
I think the neighbors think I'm sellin' dope
I am, I am, I am
Well, motherfucker, I am
So much for integration
Don't know what I was thinkin'
I'm movin' back to south side
So much for integration
Don't know what I was thinkin'
I'm movin' back to south side

"
